text,sentiment
ucharted 2 ,1
Stuck @ traffic ,0
one of my best friends just left and I miss her already! ,0
"@FortyDeuceTwits thats how kuz looked after she won. i know she is reserved, but she didnt look very excited. and poor dina ",0
doing me but I miss my homie who's locked up. wish he could hear my playlist ,0
argh! i cant even find the time to eat and take a bath decently! it takes too much time!! and i dont have time! ,0
@ZenMommy Hey I still didn't get that thing to you. Didn't understand your directions ,1
"@torie007 have a great night, it was so nice meeting you last night! You are a sweetheart!  xoxoxo bye for now.",1
Up..have to get ready to check out and head to the airport ,0
wants brownies tonight ,0
@black_roses25 welcome to twitter! ,1
 craig's a cokehead,0
"@AliceField Everyone mucks in. Children all school aged, no more nappies. Makes ALL the difference ",1
"I watched last night's performance, and all I can say is, &quot;Wowww.&quot; Man...I love life   ï¿½ï¿½l Berto!",1
@kyleandjackieo hahaha i love short stacks tweets  and my least fave is joel madden cos his are heaps boring... just bout his kids lol,1
head in the clouds is now my favourite shop. chiiiiiiiiiiiiiiiiillled. ,1
"@mike_walsh Oh boy, I can't wait for revenge on years of ribbing! I mean, welcome Mike! ",1
"Got too drunk last night, my memory is missing and so is my phone ",0
@Leishkin I am struggling to picture your Mum on FB!!  Should I add her as a friend!? ,1
@neonManda How are you ,1
@schaeferj89 Not well ,0
and so the angry letters from parents begin  i feel like im back at school and i have been causeing mischief,0
"@LemLemIsHere haha yeah, man. it hurts so badly right now  but, glad to know i'm not alone! hahaha",0
Six Feet Under the Stars- All Time Low= LOV3 ,1
Watching &quot; coming to america &quot; with my boo  haha,1
@JamesScholes I'm neither fast at writing Braille nor am I fast at reading it either. only know uncontracted too ,0
Bed time. Tomorrow will be a tough day for sure but I will pray extra hard so that it doesn't get to me too much ,1
@SammyC2 glad you liked that site Sam! at least someone appreciates it ,1
I miss playing shows ,0
@F_A_B_ULOUS all are taken dear ,0
God is sooo good...I promise...just try him...and you'll see...today is a GREAT day...! ,1
@liquidevil That is awesome! You're a brainiac ,1
@icancn2u bwahaha you always @ yourself instead of @ me.   How could you wish more slanted walks   well I guess is good workout but,0
@billyraycyrus Come to MALTA!! You have lot of fans here!! Love your music!!! ,1
@saralouhicks haha awww!  I like that my love for montreal bagels is well known ,1
"@Donolulu I'd just have to go right ahead and agree with you...No argument at all, just complete agreement.  ",1
Nice jo-ba-ni shots! I'm excited to get my copy ,1
Walking up the street with chocolate ,1
good girls go bad-cobra starship=hahahah. best song everrr. ,1
"a drop in the ocean, a change in the weather, i was praying that you and me might end up together. &lt;3 and this explains it perfectly ",1
@PaulaAbdul dont take anything less than u deserve from fox. we will deal w/ it if you leave. im sure we'll see you around.  i love you.,1
Just got in from dancin cold and wet  but hey we came 2nd woo !  had a good day tho it was so funny,0
I saw this rlyrly cute black pouch with gold chain handle at a nearby ukay.Imma buy that tomoro.Fosho.  Cant wait.,1
no idea how to work this thinnnggg. lmao talkk ta' me ,1
just called in... and I have to be at Jury Duty tomorrow morning at 9am... gee... i wont be buying a lottery ticket tonight ,0
Ok....so..no pictures yet...no web page!!! this is driving me mad!!! Having  such a hard time.... ,0
I wish I could make the pain go away ,0
That pretty well caps the day of fail.  Talked to my dad.  He forgot my birthday.  ,0
@RobKardashian not all ladies these days are promiscuous..and they're getting persecuted for it  but I guess it's always gonna be a game..,0
@Mithelmusso COME TO NYC!!! plz and thank you.  &lt;3 &lt;3 &lt;3 &lt;3,1
@krystinascott I dont like it but I like and need money ,0
@SwissCookie I know - I dropped it just north of Milan. Sorry ,0
One game done already and I'm freezing  Just started the serious shit cricket ,0
is still lying in bed - and will be all weekend unfortunately  stupid back muscles spasms!!,0
Rainy days makes me ,0
i'm ready to give u attention now . . . after this headache goes away ,0
What a super-sunny Saturday!  Too bad I have to work later.  ,0
"@ceggs S'that Monster Trucks? Awesome!  Have fun  me lurve monster trucks, me want a monster truck all of my very own...",1
@julieb1975  this is from our friend's house. some people go overboard like Americans at Xmas. colored signs. streamers. it's ca-RAZY! ,1
I have a pretty good explanation for not going to school ,1
"Good Morning Twitter-World, i wish all a verry good day ",1
@Crizia i got 93%   on Hunter the 2nd,1
  i know where you live. @xdaveohx,1
"@thnkhappythghts Oh man, its gonna get wild from here on out ",1
Nudge nudge wink wink at @ALW1980 to do that favor ,1
@lili17mc ok baby  ugh i love you so much and im so mad right now at your mom lol sorry but i am! Love you lil sexy mama,0
@epicpetwars can you guys make a confirmation for running away? Because sometimes my finger slips to the wrong button ,0
My smiley face necklace just broke  ... But my wish is supposed 2 come true ... if i cud only remember what it was.. Hmm..,0
ugh!!! caffine pills making me feel not good right now  really dont feel like going back to work,0
Want to win an iPod? Are you a MilitaryAvenue user? DM me your email address. First MA Subscriber to re. is my winner!  It is that easy ,1
UP early for school... for once. this is a suprise. I wish i was famous  I wouldn't have to go through this whole &quot;school&quot; thing. ,0
"@Landfrau send leftovers to the redhead in Paducah, KY, USA! ",1
Havng a lazy day  x,1
Just heard that Ben David Gravinski is going to adapt Thomas Swift for Universal! Goodness! It's going to be awesome! Took long enough! ,1
 I wanna use my swimsuit!!! ,0
@LauraTrib thanks Laura! Hope you have a good day ,1
@youlikeashley ,0
@McFLYFan_Katie yea same but thats what freinds are like lol #mcflyforgermany ,1
is readyy for tomorrow &lt;3  [[BestFriendDayy]],1
"Headache, slept 4 16 hrs in a row, never been so weak! Wow aspirin &amp; antibiotics overdose  http://twitpic.com/7jau8 #fb",0
@mtaram thanks ,1
the dinner yesterday was amazing great  had so much fun !!! love ma girls &lt;3333,1
"@melissamelisse I think I'm kind ob eeeegorot  hahhaha no, I don't think I'm that dark :p and only a day and a half!?  BOO!",0
"@notrusshoward so gutted i couldnt get tickets, all sold out  by the time i had saved enough money ",0
@objo wohoo .... good luck joe ,1
@A2ThaR better late than never ,1
don't know my section yet  If anyone knows just tell me.,0
Good mornin' tweety birds from SC Orlando bound today ,1
Happy days are coming  Started out with a BRILLIANT monday! â€¢ Update: my appointment with CD went well. YAY! Crossing my fingers. ,1
@WetBankGuy if it makes you feel any better...i have to fix a stored proc today....one i've never looked at before ,0
good day people... it's a beautiful morning  seek the Lord with all your heart and love whoever you can...,1
@ebassman ummm... how about some backstage passes?  ,1
@NatachaGrace yep cuz britney is doing the bg vox and she SLAYS omg she is like 19 and goes INNNN its fina be a problemo hello ,1
has found a solution for her sore back!  2 pillows and lie on a couch in a slightly reclined position. Works wonders ,1
annd...im the only one awake ,0
gone at Sarah home    Party tonight.. Biggest party in tha world !,1
http://bit.ly/ac2cz  grow your hair back please ,0
"@Hannahmeow oh thanks, I love you too  ",0
"@DenyceLawton Nope, go ahead and skip court, they make u wait on them so make them wait on u and go tommorrow ",1
@Gailporter Ever thought of renting out you head for advertising space? Just a thought!  ,1
I have to leave for a get-togather at a friend's place at 3:30 PM (PST) but Sir Twaha Menai will not let me go  *thinking*,0
Ahh crap. Go so much work to do today ,0
@pinksugarmama Thanks for following! Nice website you have yourself ,1
"Break is over... Back to work, five more hours  -LB",0
@LittleFletcher I have now helped you with spreading the word ,1
Today is the universal  HAM day.. humanity against me... I discussed with the whole world... ,0
@DaRealJimBeanz I get it now... LOL ,1
"@Alfidog Now be a male dog and get on with it, that stream is just a little puddle!!! Big hug!! ",1
@Lloyd_YG Damn wish you'd head over to the west coast more.. I've never been to 1 of your concerts &amp; am doubting I'll ever get the chance ,0
driving on 75 reminds me of the virgin mobile tour ,0
@MrPaulEvans lol sorry  maybe u can prove me wrong??,0
"@aliciaonset Never wait to promote yourself - marketing yourself now may be the way you land an agent.  Promote, promote, promote!!!!",1
aaw. the competition has now ended.  Nice Job Arch Angels!,1
"oliceo.fr in progress, chaud devant ",1
Hmmm. Security and checks every 4 meters. Will be nice to leave these loud and unpleasant froggies!     on airport bus now.,1
Just been told off by my boyf cos the guy's v.nice &amp; down to earth.sorry @the_twang ,0
@zoaysays aah i shall direct message you it  i dont think i have yours either,1
"@danny30011980 @Gavinmusic good morning I'll try to finish the fanpage today,I'm hangin' ",0
"@amazingphoebe i don't know what to do, because anything i say now, will sound rich. so the only thing i can do is go ",0
Kathy Lee Griffith is stunning in person ,1
"@Enamoredsoul gotten outta bed, breakfasted, now planning to get back in because the friends I was supposed to hang out with arnt enthu!! ",0
"@bfloyd86 NOOOOOOOOOOOOOOOOO don't say that, that means mine only has a few months left  **CALLS 2 GET LIFE INSURANCE POLICY**",0
@carolinaware Great morning also! ,1
@joshuawoodard happy birthday man! my ride to the wedding  i'll see you guys soon though. you play here JULY 27th!,0
Ghis was a great night yesterday  I'll miss my freaks  &lt;3,0
I'm happy that my pearly whites are sparkling ,1
@healthy_body defiinitely..ur knoledge is amazing ,1
@touj0urspur WHY???????? I got so addicted to this at Christmas... The vicious cycle begins once more. ,0
Jeanne Purcell's retiring as CT Educ. Consultant for #gifted  Hope she'll still be part of NECGT 2010 - http://necgt.org @HartfordHilton.,0
Pretty sure I have food poisoning ,0
Sigh. Do I need to stock up in Red Bull Cola now that news has found out about it? I can't imagine it being available much longer now ,0
@ChelsRed I'm so excited for my taste of NK heaven!  I've heard so much about the m&amp;g so hopefully my expectations won't be too high.,1
"@OldSkhool I've just followed you again. For some reason I can't explain, I'd unfollowed you and not deliberately. Sorry about that. ",1
had fun admiring my crush but was sad when i saw him on other girls  i.&lt;3.life*,0
@RespectTheWest Ahhh @mtub virgin...And I *will* get there at some stage...have fun grab @hopeinhell 's boobs for me hey.. ,1
busy day today! work in the day. party at night   have a blessed day everyone!,1
such a funy day ,1
Hey @JennyMay - It's Kara from Sarathan Records. How's life in Oxford? I visited there once a loong time ago... ,1
"@ChangedEarth You did good, sir. Congrats on a job well done.... even if I didn't win a door prize    LOL",0
"@postsecret http://twitpic.com/6rfif - Red x, Frank  ",0
aww! so close with Kristen Stewart and Robert Pattinson (kiss).. ugh i wanted them to kiss  -_-,0
"I feel it in my heart, think it in my head and want to do it, but something is stopping me from living my dreams ",0
It's #followfriday so I'm suggesting you follow @tomdringer @robertumpleby and @stevecooperrec - 3 more next Friday ,1
If u ever find a moment spare a thought for me ,0
"I think the new people I added to my Mafia Wars family are attacking me... Uncool people, uncool! ",0
wants to shop!!!!! ugh..i wish i was rich!!   LOL,0
@Kgiirl  That's cool!!,1
@karijobe I like encouraging tweets!! and the profound ones  LOVE your music ,1
"@loveMaegan Girl, go to BED.  With you fabulous shoes. ",1
@jennxpenn well it takes 1.5 gigabytes and my comp had 141 now it has 74.4 my memory has 512 now ihave to buy more stuff to play me game. ,0
@Denyalle thanks for the correction ,1
I am awake.  Enough said. ,0
Still can't get the lie thingy to work for me. Am feeling disenfranchised ,0
My eyes burn so bad! i woke up and they were like all red ,0
I LUV SUNDAYS...SOOO PEACEFUL ,1
stomach feels shitty. feeling kind of homesick  but maybe it's just because I'm tired.,0
lived thru another monday morning meeting...INTACT! ,1
@ricochetsrapid sorry buddy... I haven't been on facebook  hope things get better,0
1 more minute!! and no followers ,0
@selenagomez selena!Thank YOU! How are you?You dont happen to have facebook do you? because im wiping out all the posers Hope u reply ,1
"@CV31 hey charlie  any thoughts on the lal-den, cle-orl series?",1
getting ready to go to a carnival with boyfriend..will cook tomorrow for him ,1
Add my fb the address is live_lines@yahoo.com. . . . . Add me ok. . . . ,1
Rain pls go away! ,0
I need more nights like last night ,1
"is goodbye blue sky, or so it seems. bad weather should be reserved for Pink Floyd. boo Mother Nature ",0
Is now back at the school working on the bach.project ,1
Yay  going to weho  with my best hon,1
loves walking at the beach... yay for living near the coast! ,1
@ousooner44 &quot;They&quot; being the husband or the girl? ,1
"Maddie is back home and doing very well, all things considered. There's been a lot of vomiting though ",0
Any luck with getting WENB back up and running lads. Still down for me ,0
cleaning the apartment ,0
"Is sitting on the beach. Just went for a swim, then will go for a run then back to beach and ocean for a bit...then office to do expenses ",0
Hello Tweeties ,1
@jashiu you forgot to add weekday mornings  #song #video,1
"yeah, this such a nice and sunny morning! ",1
annoyed at the weather this past week ,0
Omg I totally forgot to turn my form in ,0
Why does the weather say its going to rain!!!!!! ,0
Damn! GF just told me that she's sick... so i guess i'm gonna get home earlier and have to cancel tonight's plans with one of my friends. ,0
@JazzyDBaby yes I was with ur sis..I asked her why you weren't rolling..you were ghost! ,0
@zpush i need all the sugar! selfish. ,0
Damn it I just blew out a tire   http://twitpic.com/8dw9c,0
"Why does the gym have to close at 9pm?  I only had half a work out  Working, busy mom's like me only get to gym at 20:30!",0
Just got in the car to do a quick shop .. discovered it's covered in bird sh*t  ,0
@taylorswift13 i love you tay so much ? your music is really awesome :3 do you come to chile someday?  pleasee ! (L,1
I love Argentina!!! I'll go soon...     I wait for it...,1
@Prez1stLady realllly .. Hahaha I'm gettimg here now we had to take turns  ....,0
@snagajob Aww shucks! Thanks for the #followfriday love ,1
@officialTila Thanks for the interview mama!  Enjoy your night ,1
Day off and going to a funeral....oh man ,0
"@roeseann definitely can get it. They only need ur ielts.  Aiyo, I shouldn't have rejected my Aussie offer. Could have more choices ",0
Afternoon jog in the sunshine.  Cleaning out my closet and then watching the boxing this evening..  Enjoy the beautiful weather!  Mwah! X,1
@TickleMeJoey Aww  We'll miss you to! X,0
"@PapareBoy dunno, I only see him on weekends ",1
@THEREALSWIZZZ TALK TO ME IM BORED OUTTA MY MIND IM WORKING ON SUM SHIT SO I CANT SLEEP.....  PROMISE I WONT HIT ON YOU.. U KOOL AS SH ...,0
Finally took my Bonnaroo wristband off ,0
"need to look the surfers at the beach hahaha, really exciting! dammit, i need to get out of this boring routine ",0
@looosie Agfest? it was pretty awesome.. loads of people were there lol ,1
Ughhh heart burns ,0
"ok, out for a while, be back in a bit ",1
@swaqqkidd1 I seen that movie ; it`s the shit. ,1
"Just got done eating &amp; blending the leftovers for the weewees. Don't worry we eat healthy  Still in pain, but I'll survive 4 work 2morrow",1
@Diggydash  if you like 2 laugh..have a good time..follow me..its just that simple ,1
"@ZoMAGICMONDAYS Well, do you have a girlfriend?? You can cuddle on the sofa with her ",1
@Ashleyjerkface ,0
Joey seems to know what I'm talking about ,0
"sun, monday THEN TUESDAY TILL NEXT SUNDAY OFFFFF ",1
"Says yeah, self-proclaimed writer-types are SO full of themselves.  http://plurk.com/p/rj3wt",0
its my birthday and my phone is broken  no way of communicating,0
"@daliuhh yeah, they best cover ever  ok, i'll go on classes  I'll be back about 3 p.m  :*",1
"@lilumi Ð¡ÐºÑ€Ð¸Ð¿Ñ‚Ñ‹ Ñƒ Ð½Ð°Ñ? Ð² Ñ€ÑƒÐºÐ°Ñ…, Ð¿Ð¾Ð¼ÐµÐ½Ñ?Ñ‚ÑŒ onclick Ð½Ð° onmouseover Ð½Ðµ cÐ¾Ñ?Ñ‚Ð°Ð²Ð¸Ñ‚ Ñ‚Ñ€ÑƒÐ´Ð° ",1
uggh :S i get to do some filming with my cousins company this holiday but theres a chance that it will clash with prom  hopefully not,0
Hooray for Monday mornings ,0
"yesterday, i went to an end of the year beach party and it was amazing!...... now i have sunburn ",0
@coollike thanks for adding me on xbox livee ,1
@chrstyclytn Noticed your tweet... try our online job board. Hope it helps  http://cli.gs/nmGdvq,1
@yat4ever - I regularly watch the CSI shows...I like the writing. Nothing that interesting on the networks these days   Hate Reality TV!,0
last night was good  thank you james for the best party ever ,1
is upset that there are no more british girls in the singles main draw at wimby  it should have been such a promising year!   ,0
"@modamouth Ive been in that mood all week..lauryn hill,musiq soulchild,india arie hollla at me ",1
bummed my son didnt get to go 2 universal studios...Hes really sick ,0
@thegab92 it's not richard if that's what you're thinking ,1
Wishing I could have attended the Laker parade! Pooh ,0
"I'm the brightest thing here! Hot pink nails, aqua ray bans, and red converse  that'd pretty funny",1
coffee break over. music performance by Ginger &amp; Greg. Shanghai Jazz. http://www.tudou.com/home/tedxshanghai #tedxsh ,1
dropped off at PLMS for the last time  One in high school and one in college - where does the time go?,0
"@fasihahmed ada doesn't use twitter that much, saw your message after two weeks  ... waisay sab set hai, Allah ka karam hai",1
"@velmadaria -- aww. you're welcome, boo. we all gotta keep eachother lifted up, y'know. have a beautiful day! hope to talk to you later. ",1
"http://lasvegas.craigslist.org/cto/1232876515.html - DREAM CAR!! I WANT IT! But, I don't wanna build the rest of it ",0
#HEROES was pretty good last night. Curious to see what happens with Hiro. Yatta? ,0
"@lchiz a date, i'm hoping he can help me too though. ",1
@daracallinan omgomgomgomgomgomgomg :O dont say that !!!!! ,0
About to watch re-runs of All That on youtube. ,1
!@deighe_d wasn't working for anyone in phoenix. seems kind of useless to have it right now. ,0
@mobilesurfer Sorry  I should have invited you down!,0
ughhhh this is frustrating! ,0
@ColorMeRed ahh but great for the movie ,1
401st update. WOWOWOW ! Viva forever! ,1
@notaion9 *sigh* I'm loaded on Zyrtec and of course a diet coke by my side: still suffering  Option 2 will commense soon ,0
@gypsyjenn   That is a bummer....,0
@sanjukta now you know...at poor @dhempe 's cost  I guess you guys had fun...saw some of the #dhempe tweets ,1
episode is called &quot;Dream a Little Dream of Me&quot; _ plays @taylorswift13 White Horse. Amazing  makes me cry everytime,1
Punch me in the face ,1
had a very long weekend..still feeling tired and stressed. Lambing naman dyan. ,0
@lynzers84 I wonder if he had to have a permision slip ,1
Just woke up not feeling good ,0
i just spent an hour trying to make some labels.  i felt like stephanie pratt.  ,0
@jessmitch is sleeping. so i guess i am too. night world. check out our rap ,1
@rlsay lol I feel pretty good about myself. It's really too bad I can't get in heaven off of works ,0
@romelloadonis dont believe you got me watching this Im bussin up at these ,1
Alright!!! Back on my island  . Getting some rest so I can have an awesome last day here. Sarasota ROCKED though. Gonna miss it...,1
@brianabibbo woow ! you'll see lauren ! thats soo cool ,1
"@SLRdude LOL I just got followed by Fox Sports Grill at the shops of legacy. Free WiFi - Okay, I'm hooked.  http://bit.ly/VYt09",1
@changdice no I somehow thought of you when I read &quot;Experiences of women in WWI&quot;  I'm learning about nurses,1
"@antoniagentile Oh, and you know I said it wasn't there real house? Here are the pictures of the real house  http://tinyurl.com/mmk3k5 WOO",1
 i am bored,1
"I'm so tired.  I've barely slept the last few night, and I totally feel like I could just crash at any moment.  ",0
jack tripper wudnt be bad right now either but i guess i'll have to settle 4 dr. pepper ,1
"@RichGurlDeedz lol I meant to write tues, pak tues da day b4. Listeennnn its erlyyy 4 my brain 2 function proeperly. ",0
"@KrisAllenFans hey there,do you know kris allens real twitter account? Thanks ",1
@amybabydd I'm about to be great soon cause I get off work in a little bit. Did you see the new zack efron movie? ,1
Why is it that watching steamy love scenes in movies makes me feel so lonely ,0
@ellikay Here's some coffee ,1
@_KidRobot_ me too..  I hope you feel better,0
@SAIGEMUSIC you met 3OH!3?? Lucky..  ,0
Fuck not being able to fall asleep ,0
"is back at school, in the hot hot dorms, bleh ",0
@rajskub you are amazing! ,1
"It was a fantastic day today.  I haven't broken the Lonely Clearance Yarn Addiction, but that's ok.  I had much fun with a good friend.  ",1
"@echsizzles I am in Kuala Lumpur. And I know I vanished, haha! I broke up with my last boyfriend, that's why I'm back! ",1
@project_bleu buyyyyy itttttttt ,1
@justex07 I agree! I'm liking Tweetie for Mac! ,1
@cazwell I'll be bringing sexy back next week. ,1
is leaving norway ,0
is at the libs... woke up at 6 to work on assignment.. now at the library... why does dal library have to be closed at 9 in the summer ,0
Loving that the new iPhone is has so many new features they can charge for ,0
Anyone up??? Im failing @ trying to sleep in the car  wanna be home asleep in my comfy bed!!!,0
I'm finally home. Weekends are my fav!! Wish all the boooys were back in tooooowwwn!!    Miss mah baby!! @breck15,0
had a long chat with denise jus now ,1
john its blocked at school  i tryed :'(,0
@WTF_JayR because you're too busy getting wasted poolside ,1
Hey @harperstudio don't know much anout gary v's childhood  But u crush it Debbie  (HarperStudio live &gt; http://ustre.am/3epU),0
Twitterific is working again! I love twiterfon but the free 1 doesn't support multi accounts (tawny) &amp; I like the compress txt function ,1
"@CindyCupcakes RE: pearl jam,thought u might like this cover of black by michael johns  http://bit.ly/bveBH",1
off school sick  need to finish my english story but i've lost my english book ,0
I am so board today ,0
@nicollette78 Hahaha i cant eat it! ,0
"@feliciaday No spoilers, but maybe my fave video game ending this year so far. ",1
"@destine4more, you are always getting in harms way when driving ",0
"Just made some homemade sushi   gonna sit, eat, relax and watch GRAN TORINO for the second time be4 having to return it to blockbuster",1
"@SelenaJoey ull be ok! selena is too nice.. i dont know about her but i want to, she looks like so nice  a lot of kisses pretty girl &lt;3",1
So depressed the del potro lost ,0
"woke up at 8am, slept again at 1pm, woke up at 6pm, awake now at 3.37am. should order mcdonalds at 4am? i want hotcakes. ",0
Only 9 more mins on library computer ,0
"Now, I know what most of you are thinking: Harry Potter sucks.",0
"hates when people die too young  love you cici, miss you!",0
@prince_son awww;  No.,0
"Was really hoping student loan would go in a day early, nothing yet! ",0
Finallly sleeeeeeep after a qood meal  - Got a lot in mind hollllla in 3 weeeeks !,1
"Just got n,    all alone.   Ima just re watch the Laker game",0
@shaunjumpnow aww poor jumpnow but they're all pretty cool ,1
Sorting through all the people I follow is tough. And for some reason a few I follow aren't showing up in TweetDeck when I make groups. ,0
housemates are being mean ,0
"Welcome to my new follower, new horse mom, @PonyandPooch and William! ",1
I'm not looking forward to the email and voice mail overload tomorrow  bye bye vacation...,0
@chrispalomares eff you...it was Adam. He is still asleep in my bed as i go to work ,0
"@Scotthomas kidding i am! i say &quot;Go hard, or go home!!&quot; Booyah!! i went home at 11:30  i'll harden up next BTUB",0
Circa Survive is great study music ,1
@Frannywill oh pickle  ... anything I can do?,0
Happy Mothers Day!!!! to all the lovely mothers in the world including my own....i gotta work today so i can't be home ,0
I'm torn. Modest Mouse? Yes! The Sound Academy?  Noooooo ,0
"@carmenmandy Goodish thanks. I'm just thinking, this time next week I'll be free of GCSEs and St Martha's!!  How's your revision going?!",1
@CynthiaBuroughs  falsies,0
@formerfatguy Have successfully diluted . just tired it on literally two mouthfuls of (healthy) cereal. Was good ,1
Is missing her last Pub Night ever.  Also missing Stanford. ,0
@DuckyNDFootball *flips hair* ya i no!!  hehe jk thx babe,1
#Beachbody / #P90X fans - I added a new gift for grabbing Betterbody News at http://www.betterbody90.com - Enjoy! ,1
 hmm emotionless,1
"I'm supposed to practice Fireworks, but Facebook has kittens and quizzes  Maybe just one more...",0
my bro. gifted a webcam. don't know how to make it work  can anyone help  ??,0
@MaraBG Hey! I'm here! You still coming? ,1
Meeting tonight.  and on my day off.,0
"Gnna have to leave my bbygirl #2 behind, she runnin low ",0
@dinamc53 i sooo married a dork ,1
"@campfireburning dont be, youll be ok!!! a month eh?!!im fine. putting off going for a walk with delia in the rain though ",0
@FuseKing you're welcome. your tweets are to this tea what mentos are to coke ,1
@sakitokun The internet here is fine until you start downloading. I'm not allowed to download during the day any more. ,0
Watching the Tonys!!!! ,1
"Argh, tears! It's so sad ",0
"@Bre1331 only now? I thought that would've been a while ago  but nah, i'm not even dressed yet so no can do",1
richard c. suggested we create a project/package called 'whereTheSunDontShine'  for when there is doubt where to put stuff ,1
Another loser: Lost the game 4-1.  http://tinyurl.com/klqrbb,0
"Only 7 days for sims 3, I know I'm sad ",1
"Tired, going to bed. Spending tomorrow in the library studying and doing hw ",0
@thisgoeshere fun fun fun say hello to tina for me  im going to bed!!! love you both!!!,1
@bryanscottphoto me too. ,1
"@nirty Warm, cloudy, think it's gonna rain ",0
@feorlen That's how events like that always get ruined. ,0
this what we call a contact high ,1
@barbiebrittania i dont think im gonna go out tonight. i cant find anything to wear and i dont feel good. ,0
@beccatoria I'll probably end up watching Torchwood because BBC America is airing it at roughly the same time as BBC and they offed Owen. ,1
@jesszlatos yeah but now its raining!!  gosh!!I hate this weather.,0
@robotmunky me too. i wish the doctor would call back. i'm freaking out ,0
Renewed Hope ,1
ok i'm officially bored. change that ,1
"Brb, food ",1
heyy twitter dam! my earia athletics was cancelled  ahh well eh! cant wait till friday!,0
Waving goodbye to Athens with much thanks to my personal tour guide for showing me around ,1
"Moby nupst Losandï¿½elos? piedz?vojis pirmo zemestr?ci sav? m?ï¿½?: &quot;At first I thought it was the subway. But no, a ye olde earthquake.&quot; ",1
@bigbinks you'll excuse the pun : Vice A Versa  you would have loved that place they got everything from rough trade cops to Rabbiis,1
@Whodar sounds like a musical thing ,1
@Sandyybabyy That's Cool and all! ,1
Thinking that maybe she will just have to put up with being bored all week ,0
@RoniBryantMusic  Thanks  x x,1
I am so loving that Josh Groban is tweeting!  Anyone else diggin' it? X,1
Ben Stiller with no braces and short hair= dissapoinment. ,0
"@robertsammons that would require money, rob ",0
"@smileycherry  yeah her album is great, I love all her song ",1
XP in my test machine got crashed  :'(,0
is excited it's JUNE already. It's so my month! YAY!!! Loving it  http://plurk.com/p/xg6vu,1
Urgh totally upset! :'(   Got front seats to the JB tour 2nd wembley date but my parents wont let me go! Grr. :'( :'( Totally Unfair!  ,0
@7StringSamurai My first boyfriend is coming back from Iraq for 15 days ,1
@KFinnegan I once read a tightwad article about how you could dry yourself off with a washcloth! ,1
"Home from a neverending day, with a headache ",0
"no more writing tonight. exhausted. guess the letter won't get there in time  must she live in freaking delaware?! sigh, gealina dun.",0
i hate twitter now. ppl stalk here ,0
@moonfrye Up here in CANADA ... you would have your butt kicked for that!  How awful.  ,0
GRASS! i wanna get out of the car and roll around in it.  yay for california.,1
"@greggarbo hah, what a smart woman. ",1
@jessicasanchezz http://twitpic.com/6ffpv - i miss you too ,0
drexel ate a pen and now my couch is stained and so is his coat  bad dog!!,0
@balloonpup You must be following some pretty quiet folks. ,1
@juliesikora o well thats good  ps i decided that im having eggs for breakfast,1
@MrsSpudnik Come on over!!  There's always lots of left overs. ,1
@Nowhere2Hide I was hoping they'd stream TIPS press conf live but haven't been able to find anything   #iranelection #STOP,0
has had a terrible migraine since last night that's brought on nausea... ,0
"My wisdom teeth are slowely beatign their way into my head. Owww. I don't like this game anymore, MAKE IT STOP!!! Please sedate me ",0
I so rather be home working on my paper... F work man... ,0
http://bit.ly/UorDI - Do it and I will love you! This is for @Gailporter ,1
@ToasterRodeo  agreed ,0
"ehh, no more pizza rolls  Liv y did ya eat them all?!",0
@ATTNews Still no Internet today ,0
Ughhh. Had to do two corrections for that last tweet ,0
@sexysti lol nick at nite is my ish!!! ,1
i hate stress dreams ,0
".@MedC2 You are tweeting while dentist is drilling on your teeth?? AND covering Prez's address? Wow, Dedication ",1
@cloudberrynine   See you on Monday evening then?,1
@DebbiVaughn I thought it was antimajoritarian disestablishmentarianism. ,1
waaatching  loading takes lot of time x(,1
"rode to work on his motor bike today....wow it's great to have the freedom again, even though there are still twats in cars out there ",1
my back hurt od smh ,0
"Crisp Saturday Morning in Farmington Hills, MI ",1
"Another photo...probably mostly enjoyed by me, the baby's momma, and his sisters. CUTE!!!    http://twitpic.com/6skb2",1
"@manaloloandlola it's okay! HAHAH. ) i am quarantined, trina man.  ",0
"@outlandishcast sigh, I want one so bad, just don't want to switch from t-mobile when I already have an unlocked 1st gen iPhone ",0
...wish it weren't raining on the graduations right now... ,0
Preordered Sims 3 this evening. Yay for timewasting pc games  http://is.gd/QAGn,1
"Bliney, a proper manic day! But I know every thing will be rosy when I get home ",1
haha. I nominated myself for the MS Twitterworld for fun  yay!,1
@undagroundmilli  (sigh) i don't know if there's anything that can be done.   lol but thank you for being so kind.,0
The Grateful Dead + Fleet Foxes + Anathallo = Page France. Everyone should check them out. Mad they broke up though ,0
@dougiemcfly awwww poor dougle ,0
"Luv you yes, luv you no ",0
#followfriday @danclements is this guy; Nerd and techie. That he has a better camera than I. His gf is cute; 4 a girl. Fungi. ,1
@priincessceecee ayy why u not following me!? ,0
"@dougiemcfly PLEEEEEASE doug, pleeeeease  just give me 'hi' or 'fuck you', if you want haha xx â™¥",0
@niamhsmith hope you have a lovely time in the sun! ,1
Happy Saturday tweeps! Say hello to Jamie! http://twitpic.com/6rvjv You can see more here http://twurl.nl/wicibg or www.alliberglund.com ,1
O-D on Mangoes... Headache... ,0
"off yo beddy, goodnight tweeters ",1
